incorrect	correct
나야스말	나자스말
나오우	나노
나우엘하우피 호	나우엘와피호
나우와족	나와족
나우와틀어	나와틀어
나우플리우스	노플리우스
나이겔라	니겔라
나이라	니라
나이롱	나일론
나이르강	나일강
나이스	니스
나이애가라 폭포	나이아가라 폭포
나이애가라폴즈	나이아가라폴스
나이야	니야
나이야야학파	니야야학파
나이오베	니오베
나이잠알물크	니잠 알물크
나이제리아	나이지리아
나이콘	니콘
나이트	니트
나이트까운	나이트가운
나이트께임	나이트게임
나이트웨어	니트웨어
나이티놀	니티놀
나이틴쓰홀	나인틴스홀
나이팅	니팅
나이팅게엘	나이팅게일
나이팅겔	나이팅게일
나이파야자	니파야자
나이피곤호	니피곤호
나익스	닉스
나인베	니네베
나인핀즈	나인핀스
나일로틱네그로	나일로틱니그로
나잇웨어	나이트웨어
나잇캡	나이트캡
나잇클럽	나이트클럽
나잇트까운	나이트가운
나자르	나사르
나제리즘	나세리즘
나즈까	나스카
나즈카	나스카
나직크	나시크
나찌스	나치스
나찌스트	나치스트
나찌즘	나치즘
나추랑	냐짱
나츄랄	내추럴
나츄럴	내추럴
나츠롤리트	나트롤라이트
나커루	나쿠루
나쿠러	나쿠루
나크푸르	나그푸르
나크함마디 문서	나그함마디 문서
나키체반	나히체반
나킹온	노킹온
나탸샤스트라	나티아샤스트라
나터프 문화	나투프 문화
나트랑	냐짱
나트롤리트	나트롤라이트
나트륨매톡시드	나트륨메톡시드
나트륨매톡시이드	나트륨메톡시드
나트륨메속시드	나트륨메톡시드
나트륨메톡시이드	나트륨메톡시드
나트륨알콜레이트	나트륨알코올레이트
나트륨알콜릿	나트륨알코올레이트
나트륨에속시이드	나트륨에톡시드
나트륨팜프	나트륨펌프
나트리움	나트륨
나트리움램프	나트륨램프
나트리움메톡시드	나트륨메톡시드
나트리움아말가메	나트륨아말감
나트리움아미드	나트륨아미드
나트리움아세틸리드	나트륨아세틸리드
나트리움에톡시이드	나트륨에톡시드
나트아우트	낫아웃
나팜탄	네이팜탄
나포리	나폴리
나폴레온	나폴레옹
나폴레온칼라	나폴레옹칼라
나폴레온컬러	나폴레옹칼라
나푸딸렌	나프탈렌
나푸록센	나프록센
나푸타	나프타
나프탈린	나프탈렌
나프트홀	나프톨
나프티오마테	나프티오메이트
나프티인	나프텐
나프틸라민	나프틸아민
나피어	네이피어
나피에르	네이피어
나호카	나홋카
나후엘와피 호	나우엘와피호
낙사트라	나크샤트라
낙스빌	녹스빌
낙토비전	녹토비전
낙푸르	나그푸르
낙혼사완	나콘사완
낙혼시탐마라트	나콘시탐마랏
낙홋카	나홋카
난가파르바트산	낭가파르바트산
난노스	논노스
난더 왕조	난다 왕조
난리파울레멘트 원칙	농르풀망 원칙
난스톱	논스톱
난악틴	논악틴
난액팅	논악틴
난임팍트푸린타	논임팩트프린터
난임팩트푸린타	논임팩트프린터
난임팩트프린터	논임팩트프린터
난자완스	난젠완쯔
난쟈완스	난젠완쯔
난젠완스	난젠완쯔
난젠완즈	난젠완쯔
난졘완쯔	난젠완쯔
난클링	논클링
난테레	낭테르
난테스	낭트
날로핀	날로르핀
날록존	날록손
날롤핀	날로르핀
날부피인	날부핀
날세스	나르세스
날시시스트	나르시시스트
날시시즘	나르시시즘
날코틴	나르코틴
날콜렙시	나르콜렙시
날텍스	나르텍스
날트렉존	날트렉손
남딘히	남딘
남바링	넘버링
남바링머신	넘버링머신
남버링	넘버링
남버링머신	넘버링머신
남버원	넘버원
남차발와산	남차바르와산
낫 회로	노트 회로
낫소우	나소
낫소우	나사우
낫아우트	낫아웃
낫티카	나스티카
낭가팔밧산	낭가파르바트산
낭떼르	낭테르
낭테레	낭테르
낭테스	낭트
내거티브 캠페인	네거티브 캠페인
내로우캐스팅	내로캐스팅
내로우케스팅	내로캐스팅
내바라	나바라
내바리노 해전	나바리노 해전
내바리논 해전	나바리논 해전
내바호족	나바호족
내브라스카주	네브래스카주
내셔날아카데미어브사이언스	내셔널아카데미오브사이언스
내셔날아틀라스	내셔널 *아틀라스
내셔널애틀러스	내셔널 *아틀라스
내셔널트라스트	내셔널트러스트
내쇼날갤러리	내셔널갤러리
내쇼날리구	내셔널리그
내쇼날리그	내셔널리그
내쇼날리즘	내셔널리즘
내쇼날브랜드	내셔널브랜드
내쇼날아틀라스	내셔널 *아틀라스
내쇼날트러스트	내셔널트러스트
내슈빌데이비드선	내슈빌데이비드슨
내슈빌데이빗슨	내슈빌데이비드슨
내스닥	나스닥
내스빌데이비드슨	내슈빌데이비드슨
내이티브	네이티브
내이티브 스피커	네이티브 스피커
내추럴리슴	내추럴리즘
내츄랄킬러세포	내추럴 킬러 세포
내츄럴	내추럴
내츄럴	내추럴
내츄럴킬러세포	내추럴 킬러 세포
내쿠루	나쿠루
내프킨	냅킨
낵소스섬	낙소스섬
낵스트	넥스트
낸다 왕조	난다 왕조
낼란다	날란다
낼로르핀	날로르핀
낼로핀	날로르핀
냐사호	니아사호
냐샤호	니아사호
너게트	너깃
너겟트	너깃
너릴스크	노릴스크
너바나	니르바나
너스트라다무스	노스트라다무스
너어스	너스
너얼스	너스
너클 파아트	너클파트
너클보올	너클볼
너클포오	너클포
넉다운	녹다운
넌센스	난센스
넌스톱컴퓨타	논스톱컴퓨터
넌쎈스	난센스
넌타이틀	논타이틀
넌타이틀매치	논타이틀매치
넌탄또	논탄토
넌트로포	논트로포
넌픽션	논픽션
널서리스쿨	너서리스쿨
널서스	네르투스
네 홀드	니홀드
네가티브	네거티브
네가티브 캠페인	네거티브 캠페인
네가티브리스트	네거티브리스트
네가티브시스템	네거티브시스템
네가티브씨스템	네거티브시스템
네가티브필름	네거티브필름
네가티브필림	네거티브필름
네거티브필림	네거티브필름
네건도단풍	네군도단풍
네게프	네게브
네군더단풍	네군도단풍
네군드단풍	네군도단풍
네그로	니그로
네그로민스트럴	니그로민스트럴
네그로이드	니그로이드
네그리토족	니그리토족
네그릴로	니그릴로
네글리쥐	네글리제
네다빠이	네다바이
네달란드	네덜란드
네디님	느디님
네따빠이	네다바이
네레어스	네레우스
네레이션	내레이션
네르킨스크	네르친스크
네리인	네리네
네머시스	네메시스
네미아의 사자	네메아의 사자
네부차드네자르 이세	네부카드네자르 이세
네불라	네뷸러
네불리저	네뷸라이저
네비더블펀치	네이비 더블 펀치
네비블루	네이비블루
네스터	네스토르
네스토리어스	네스토리우스
네스트르강	드네스트르강
네싸 유리	네사 유리
네쓰호	네스호
네쓸러 시약	네슬러 시약
네아더	니더
네안대르탈인	네안데르탈인
네안데르털인	네안데르탈인
네언데르탈인	네안데르탈인
네엘슨	넬슨
네오고디크	네오고딕
네오나찌즘	네오나치즘
네오다윈이슴	네오다위니즘
네오다윈이즘	네오다위니즘
네오다이미움	네오디뮴
네오라마르키슴	네오라마르키즘
네오마이싱	네오마이신
네오막시즘	네오마르크시즘
네오머스캐트	네오머스캣
네오머스캣트	네오머스캣
네오무스캐트	네오머스캣
네오무스캣트	네오머스캣
네오미신	네오마이신
네오살발산	네오살바르산
네오세라투스	네오세라토더스
네오슈바제리나	네오슈와게리나
네오슈티그민	네오스티그민
네오이데알리즘	네오이데알리슴
네오임프레션이즘	네오임프레셔니즘
네오임프레쇼니즘	네오임프레셔니즘
네오칼라미츠	네오칼라미테스
네오토미슴	네오토미즘
네오파씨즘	네오파시즘
네오프레인	네오프렌
네오프로이드이즘	네오프로이디즘
네오플라스티시즘	네오플라스티시슴
네오플라톤이즘	네오플라토니즘
네오플래토니즘	네오플라토니즘
네오피리냐	네오필리나
네오피카레스퀴 소설	네오피카레스크 소설
네오필리냐	네오필리나
네온싸인	네온사인
네온테추라	네온테트라
네옵톨레모스	네오프톨레모스
네워어	네와르어
네이만	나이만
네이브하다	나이브하다
네이비따블판치	네이비 더블 펀치
네이비떠블펀치	네이비 더블 펀치
네이샤벌	네이샤부르
네이샤불	네이샤부르
네이세강	나이세강
네이트리엄알코올리트	나트륨알코올레이트
네일강	나일강
네일라커	네일래커
네일락커	네일래커
네일애나멜	네일에나멜
네주드주	네지드주
네초 이세	네코 이세
네카르강	네카어강
네커치브	네커치프
네커치푸	네커치프
네크타이	넥타이
네크타이공장	넥타이공장
네크톤	넥톤
네타바이	네다바이
네트워크코뮤니티	네트워크커뮤니티
네트웍컴퓨터	네트워크컴퓨터
네티슨	네티즌
네티케트	네티켓
네티켙	네티켓
네펄툼	네페르툼
네포티슴	네포티즘
네프투너스	넵투누스
네프툰	넵튠
네프튠	넵튠
네필림	네피림
네헤미야	느헤미야
넥라인	네크라인
넥커치프	네커치프
넥타르	넥타
넨센패스포트	난센패스포트
넬 온도	네엘 온도
넬리우스	넬레우스
넬친스크	네르친스크
넵투너스	넵투누스
넵튜니움	넵투늄
넷게임	네트게임
넷워크컴퓨터	네트워크컴퓨터
넷워킹	네트워킹
넷웍 게임	네트워크 게임
넷웍커뮤니티	네트워크커뮤니티
넷웍컴퓨터	네트워크컴퓨터
넷터취	네트터치
넷트워크	네트워크
넷트워크커뮤니티	네트워크커뮤니티
넷트워크컴퓨타	네트워크컴퓨터
넷트플레이	네트플레이
넷플레이	네트플레이
노 따운	노다운
노기수	노기스
노께임	노게임
노낙틴	논악틴
노네또	노네토
노네트	노넷
노넷투	노넷
노라드레날린	노르아드레날린
노라이슴	노라이즘
노레이즘	노라이즘
노레피네프린	노르에피네프린
노르드오스트시운하	노르트오스트제 운하
노르딕크 경기	노르딕 경기
노르말부탄	노멀부탄
노르쾨핑	노르셰핑
노르포크	노퍽
노를스크	노릴스크
노리나	놀리나
노리쓰댐	노리스댐
노리쓰땜	노리스댐
노릿스댐	노리스댐
노말라이제이숀	노멀라이제이션
노말리제이션	노멀라이제이션
노말톤	노멀톤
노멀리제이션	노멀라이제이션
노멘클라추라	노멘클라투라
노모그라프	노모그래프
